Date,Wrestlers,Card,Type of Match,Title Change,Promotion,Title,City,State,Country,Location,Latitude,Longitude
7/6/98,"Raven, Kanyon",Raven defeats Kanyon by DQ (2:15),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #147,Atlanta,Georgia,USA,"Atlanta,Georgia,USA",33.748995,-84.387982
7/6/98,"Scott Putski, Riggs",Scott Putski defeats Riggs (4:13),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #147,Atlanta,Georgia,USA,"Atlanta,Georgia,USA",33.748995,-84.387982
7/6/98,"The Giant, Jim Duggan",The Giant defeats Jim Duggan (2:10),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #147,Atlanta,Georgia,USA,"Atlanta,Georgia,USA",33.748995,-84.387982
7/6/98,"The Public Enemy, Johnny Grunge, Rocco Rock, Alex Wright, Disco Inferno",The Public Enemy (Johnny Grunge & Rocco Rock) defeat Alex Wright & Disco Inferno by DQ (5:01),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #147,Atlanta,Georgia,USA,"Atlanta,Georgia,USA",33.748995,-84.387982
7/6/98,"Goldberg, Scott Hall",Goldberg (c) defeats Scott Hall (5:55),Champion In Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #147,Atlanta,Georgia,USA,"Atlanta,Georgia,USA",33.748995,-84.387982
7/6/98,"Chris Jericho, Ultimo Dragon",Chris Jericho (c) defeats Ultimo Dragon by DQ (2:14),Champion In Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #147,Atlanta,Georgia,USA,"Atlanta,Georgia,USA",33.748995,-84.387982
7/6/98,"Goldberg, Hollywood Hogan",Goldberg defeats Hollywood Hogan (c) (8:11) - TITLE CHANGE !!!,Champion In Match,Title Change,World Championship Wrestling,WCW Monday NITRO #147,Atlanta,Georgia,USA,"Atlanta,Georgia,USA",33.748995,-84.387982
7/6/98,"Booker T, Dean Malenko",Booker T (c) defeats Dean Malenko (3:42),Champion In Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #147,Atlanta,Georgia,USA,"Atlanta,Georgia,USA",33.748995,-84.387982
6/29/98,"Alex Wright, Disco Inferno, Shiima Nobunaga, Tokyo Magnum",Alex Wright & Disco Inferno defeat Shiima Nobunaga & Tokyo Magnum (4:29),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #146,Tampa,Florida,USA,"Tampa,Florida,USA",27.950575,-82.457178
6/29/98,"Chris Benoit, Steve McMichael, Harlem Heat, Booker T, Stevie Ray",Chris Benoit & Steve McMichael defeat Harlem Heat (Booker T & Stevie Ray) (4:59),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #146,Tampa,Florida,USA,"Tampa,Florida,USA",27.950575,-82.457178
6/29/98,"Kanyon, Horace",Kanyon defeats Horace (4:08),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #146,Tampa,Florida,USA,"Tampa,Florida,USA",27.950575,-82.457178
6/29/98,"Lex Luger, Sting, Jim Neidhart, The British Bulldog",Lex Luger & Sting defeat Jim Neidhart & The British Bulldog (8:03),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #146,Tampa,Florida,USA,"Tampa,Florida,USA",27.950575,-82.457178
6/29/98,"Little Dragon, Eddie Guerrero",Little Dragon defeats Eddie Guerrero (4:22),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #146,Tampa,Florida,USA,"Tampa,Florida,USA",27.950575,-82.457178
6/29/98,"Saturn, Reese",Saturn defeats Reese (2:27),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #146,Tampa,Florida,USA,"Tampa,Florida,USA",27.950575,-82.457178
6/29/98,"Ultimo Dragon, Dean Malenko",Ultimo Dragon defeats Dean Malenko by Count Out (4:35),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #146,Tampa,Florida,USA,"Tampa,Florida,USA",27.950575,-82.457178
6/29/98,"Vampiro, Brad Armstrong",Vampiro defeats Brad Armstrong (2:22),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #146,Tampa,Florida,USA,"Tampa,Florida,USA",27.950575,-82.457178
6/29/98,"The Giant, Judo Suwa, Sumo Fuji",The Giant defeats Judo Suwa & Sumo Fuji (0:47),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #146,Tampa,Florida,USA,"Tampa,Florida,USA",27.950575,-82.457178
6/29/98,"Goldberg, Glacier",Goldberg (c) defeats Glacier (2:15),Champion In Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #146,Tampa,Florida,USA,"Tampa,Florida,USA",27.950575,-82.457178
6/22/98,"Alex Wright, Eddie Guerrero",Alex Wright defeats Eddie Guerrero (4:55),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #145,Jacksonville,Florida,USA,"Jacksonville,Florida,USA",30.332184,-81.655651
6/22/98,"Bret Hart, Chris Benoit",Bret Hart defeats Chris Benoit (15:08),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #145,Jacksonville,Florida,USA,"Jacksonville,Florida,USA",30.332184,-81.655651
6/22/98,"Disco Inferno, Lynn Denton",Disco Inferno defeats Lynn Denton (3:27),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #145,Jacksonville,Florida,USA,"Jacksonville,Florida,USA",30.332184,-81.655651
6/22/98,"Kevin Greene, The Giant",Kevin Greene defeats The Giant by DQ (1:12),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #145,Jacksonville,Florida,USA,"Jacksonville,Florida,USA",30.332184,-81.655651
6/22/98,"Konnan, Riggs",Konnan defeats Riggs (4:47),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #145,Jacksonville,Florida,USA,"Jacksonville,Florida,USA",30.332184,-81.655651
6/22/98,"Steve McMichael, Stevie Ray",Steve McMichael defeats Stevie Ray by DQ (9:32),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #145,Jacksonville,Florida,USA,"Jacksonville,Florida,USA",30.332184,-81.655651
6/22/98,"The Public Enemy, Johnny Grunge, Rocco Rock, Horace, Sick Boy",The Public Enemy (Johnny Grunge & Rocco Rock) defeat Horace & Sick Boy (8:16),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #145,Jacksonville,Florida,USA,"Jacksonville,Florida,USA",30.332184,-81.655651
6/22/98,"Yuji Nagata, Tokyo Magnum",Yuji Nagata defeats Tokyo Magnum (4:24),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #145,Jacksonville,Florida,USA,"Jacksonville,Florida,USA",30.332184,-81.655651
6/22/98,"Goldberg, Rick Fuller",Goldberg (c) defeats Rick Fuller (1:30),Champion In Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #145,Jacksonville,Florida,USA,"Jacksonville,Florida,USA",30.332184,-81.655651
6/15/98,"Chris Benoit, Fit Finlay",Chris Benoit defeats Fit Finlay (12:17),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #144,Uniondale,New York,USA,"Uniondale,New York,USA",40.700379,-73.592906
6/15/98,"Kanyon, Sick Boy",Kanyon defeats Sick Boy (3:27),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #144,Uniondale,New York,USA,"Uniondale,New York,USA",40.700379,-73.592906
6/15/98,"The Giant, Chris Adams",The Giant defeats Chris Adams (0:42),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #144,Uniondale,New York,USA,"Uniondale,New York,USA",40.700379,-73.592906
6/15/98,"nWo Japan, Hiroyoshi Tenzan, Masahiro Chono, High Voltage, Kenny Kaos, Robbie Rage",nWo Japan (Hiroyoshi Tenzan & Masahiro Chono) defeat High Voltage (Kenny Kaos & Robbie Rage) (10:01),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #144,Uniondale,New York,USA,"Uniondale,New York,USA",40.700379,-73.592906
6/15/98,"Diamond Dallas Page, Randy Savage",Diamond Dallas Page vs. Randy Savage - No Contest (12:12),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #144,Uniondale,New York,USA,"Uniondale,New York,USA",40.700379,-73.592906
6/15/98,"The Public Enemy, Johnny Grunge, Rocco Rock, Hugh Morrus, The Barbarian",The Public Enemy (Johnny Grunge & Rocco Rock) defeat Hugh Morrus & The Barbarian (5:40),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #144,Uniondale,New York,USA,"Uniondale,New York,USA",40.700379,-73.592906
6/15/98,"Kevin Nash, Sting, Harlem Heat, Booker T, Stevie Ray",Kevin Nash & Sting (c) defeat Harlem Heat (Booker T & Stevie Ray) (12:16),Champion In Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #144,Uniondale,New York,USA,"Uniondale,New York,USA",40.700379,-73.592906
6/8/98,"Eddie Guerrero, Scott Putski",Eddie Guerrero defeats Scott Putski by DQ (4:34),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #143,Auburn Hills,Michigan,USA,"Auburn Hills,Michigan,USA",42.687532,-83.234103
6/8/98,"Horace, Reese, Juventud Guerrera, Van Hammer",Horace & Reese defeat Juventud Guerrera & Van Hammer (8:04),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #143,Auburn Hills,Michigan,USA,"Auburn Hills,Michigan,USA",42.687532,-83.234103
6/8/98,"Yuji Nagata, Jerry Flynn",Yuji Nagata defeats Jerry Flynn (4:12),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #143,Auburn Hills,Michigan,USA,"Auburn Hills,Michigan,USA",42.687532,-83.234103
6/8/98,"Goldberg, Chavo Guerrero Jr.",Goldberg (c) defeats Chavo Guerrero Jr. (1:21),Champion In Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #143,Auburn Hills,Michigan,USA,"Auburn Hills,Michigan,USA",42.687532,-83.234103
6/8/98,"Dean Malenko, Disco Inferno",Dean Malenko (c) defeats Disco Inferno (2:22),Champion In Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #143,Auburn Hills,Michigan,USA,"Auburn Hills,Michigan,USA",42.687532,-83.234103
6/8/98,"Fit Finlay, Norman Smiley",Fit Finlay (c) defeats Norman Smiley (5:43),Champion In Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #143,Auburn Hills,Michigan,USA,"Auburn Hills,Michigan,USA",42.687532,-83.234103
6/8/98,"Booker T, Chris Benoit",Booker T [3] defeats Chris Benoit [3] (11:14),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #143,Auburn Hills,Michigan,USA,"Auburn Hills,Michigan,USA",42.687532,-83.234103
6/1/98,"Alex Wright, Chavo Guerrero Jr.",Alex Wright defeats Chavo Guerrero Jr. (3:09),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #142,Washington,District Of Columbia,USA,"Washington,District Of Columbia,USA",38.907192,-77.036871
6/1/98,"Chris Jericho, Juventud Guerrera",Chris Jericho defeats Juventud Guerrera (5:02),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #142,Washington,District Of Columbia,USA,"Washington,District Of Columbia,USA",38.907192,-77.036871
6/1/98,"Diamond Dallas Page, Riggs",Diamond Dallas Page defeats Riggs (1:54),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #142,Washington,District Of Columbia,USA,"Washington,District Of Columbia,USA",38.907192,-77.036871
6/1/98,"Kevin Nash, Lex Luger, Hollywood Hogan, The Giant",Kevin Nash & Lex Luger defeat Hollywood Hogan & The Giant by DQ (6:36),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #142,Washington,District Of Columbia,USA,"Washington,District Of Columbia,USA",38.907192,-77.036871
6/1/98,"Konnan, Lenny Lane",Konnan defeats Lenny Lane (3:07),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #142,Washington,District Of Columbia,USA,"Washington,District Of Columbia,USA",38.907192,-77.036871
6/1/98,"Raven, Saturn, The Public Enemy, Johnny Grunge, Rocco Rock",Raven & Saturn defeat The Public Enemy (Johnny Grunge & Rocco Rock) (6:39),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #142,Washington,District Of Columbia,USA,"Washington,District Of Columbia,USA",38.907192,-77.036871
6/1/98,"The Cat, Jerry Flynn",The Cat defeats Jerry Flynn (4:00),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #142,Washington,District Of Columbia,USA,"Washington,District Of Columbia,USA",38.907192,-77.036871
6/1/98,"Goldberg, La Parka",Goldberg (c) defeats La Parka (0:29),Champion In Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #142,Washington,District Of Columbia,USA,"Washington,District Of Columbia,USA",38.907192,-77.036871
6/1/98,"Fit Finlay, Eddie Guerrero",Fit Finlay (c) defeats Eddie Guerrero by DQ (5:00),Champion In Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #142,Washington,District Of Columbia,USA,"Washington,District Of Columbia,USA",38.907192,-77.036871
6/1/98,"Chris Benoit, Booker T",Chris Benoit [3] defeats Booker T [1] (8:18),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #142,Washington,District Of Columbia,USA,"Washington,District Of Columbia,USA",38.907192,-77.036871
5/25/98,"Chavo Guerrero Jr., Ultimo Dragon",Chavo Guerrero Jr. defeats Ultimo Dragon (4:37),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #141,Evansville,Indiana,USA,"Evansville,Indiana,USA",37.971559,-87.57109
5/25/98,"Chris Jericho, El Dandy",Chris Jericho defeats El Dandy (1:00),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #141,Evansville,Indiana,USA,"Evansville,Indiana,USA",37.971559,-87.57109
5/25/98,"Juventud Guerrera, Kidman",Juventud Guerrera defeats Kidman (9:22),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #141,Evansville,Indiana,USA,"Evansville,Indiana,USA",37.971559,-87.57109
5/25/98,"Konnan, La Parka",Konnan defeats La Parka (3:01),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #141,Evansville,Indiana,USA,"Evansville,Indiana,USA",37.971559,-87.57109
5/25/98,"Lex Luger, Sting, nWo Sting, The Giant",Lex Luger & Sting defeat nWo Sting & The Giant (6:00),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #141,Evansville,Indiana,USA,"Evansville,Indiana,USA",37.971559,-87.57109
5/25/98,"Saturn, Glacier",Saturn defeats Glacier (4:15),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #141,Evansville,Indiana,USA,"Evansville,Indiana,USA",37.971559,-87.57109
5/25/98,"Goldberg, Johnny Attitude",Goldberg (c) defeats Johnny Attitude (1:09),Champion In Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #141,Evansville,Indiana,USA,"Evansville,Indiana,USA",37.971559,-87.57109
5/25/98,"Dean Malenko, Lenny Lane",Dean Malenko (c) defeats Lenny Lane (4:34),Champion In Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #141,Evansville,Indiana,USA,"Evansville,Indiana,USA",37.971559,-87.57109
5/25/98,"Fit Finlay, Mike Enos",Fit Finlay (c) defeats Mike Enos (3:55),Champion In Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #141,Evansville,Indiana,USA,"Evansville,Indiana,USA",37.971559,-87.57109
5/25/98,"Chris Benoit, Booker T",Chris Benoit defeats Booker T (11:44),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #141,Evansville,Indiana,USA,"Evansville,Indiana,USA",37.971559,-87.57109
5/18/98,"Juventud Guerrera, Damien",Juventud Guerrera defeats Damien (3:50),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #140,Providence,Rhode Island,USA,"Providence,Rhode Island,USA",41.823989,-71.412834
5/18/98,"Saturn, Psychosis",Saturn defeats Psychosis (2:33),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #140,Providence,Rhode Island,USA,"Providence,Rhode Island,USA",41.823989,-71.412834
5/18/98,"Goldberg, Glacier",Goldberg (c) defeats Glacier (1:55),Champion In Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #140,Providence,Rhode Island,USA,"Providence,Rhode Island,USA",41.823989,-71.412834
5/11/98,"Chris Benoit, Booker T",Chris Benoit defeats Booker T (6:41),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #139,Kansas City,Missouri,USA,"Kansas City,Missouri,USA",39.099727,-94.578567
5/11/98,"Diamond Dallas Page, Lenny Lane",Diamond Dallas Page defeats Lenny Lane (2:55),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #139,Kansas City,Missouri,USA,"Kansas City,Missouri,USA",39.099727,-94.578567
5/11/98,"Disco Inferno, Barry Horowitz",Disco Inferno defeats Barry Horowitz (1:45),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #139,Kansas City,Missouri,USA,"Kansas City,Missouri,USA",39.099727,-94.578567
5/11/98,"Glacier, Sick Boy",Glacier defeats Sick Boy (2:04),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #139,Kansas City,Missouri,USA,"Kansas City,Missouri,USA",39.099727,-94.578567
5/11/98,"Hugh Morrus, Jim Powers",Hugh Morrus defeats Jim Powers (0:27),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #139,Kansas City,Missouri,USA,"Kansas City,Missouri,USA",39.099727,-94.578567
5/11/98,"Kidman, Juventud Guerrera",Kidman defeats Juventud Guerrera (3:50),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #139,Kansas City,Missouri,USA,"Kansas City,Missouri,USA",39.099727,-94.578567
5/11/98,"Scott Norton, Yuji Nagata",Scott Norton defeats Yuji Nagata (1:49),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #139,Kansas City,Missouri,USA,"Kansas City,Missouri,USA",39.099727,-94.578567
5/11/98,"Ultimo Dragon, Johnny Swinger",Ultimo Dragon defeats Johnny Swinger (2:02),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #139,Kansas City,Missouri,USA,"Kansas City,Missouri,USA",39.099727,-94.578567
5/11/98,"Goldberg, Len Denton",Goldberg (c) defeats Len Denton (0:53),Champion In Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #139,Kansas City,Missouri,USA,"Kansas City,Missouri,USA",39.099727,-94.578567
5/11/98,"Randy Savage, Hollywood Hogan",Randy Savage defeats Hollywood Hogan (c) by DQ (6:45),Champion In Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #139,Kansas City,Missouri,USA,"Kansas City,Missouri,USA",39.099727,-94.578567
5/11/98,"Fit Finlay, Kaos",Fit Finlay (c) defeats Kaos (3:19),Champion In Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #139,Kansas City,Missouri,USA,"Kansas City,Missouri,USA",39.099727,-94.578567
5/4/98,"Brian Adams, Konnan",Brian Adams defeats Konnan by DQ (2:45),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #138,Indianapolis,Indiana,USA,"Indianapolis,Indiana,USA",39.768403,-86.158068
5/4/98,"Juventud Guerrera, Sick Boy",Juventud Guerrera defeats Sick Boy by DQ (2:41),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #138,Indianapolis,Indiana,USA,"Indianapolis,Indiana,USA",39.768403,-86.158068
5/4/98,"Kidman, Scott Putski",Kidman vs. Scott Putski - No Contest (2:00),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #138,Indianapolis,Indiana,USA,"Indianapolis,Indiana,USA",39.768403,-86.158068
5/4/98,"Lex Luger, Kevin Nash",Lex Luger defeats Kevin Nash by DQ (2:44),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #138,Indianapolis,Indiana,USA,"Indianapolis,Indiana,USA",39.768403,-86.158068
5/4/98,"Scott Norton, Eddie Guerrero",Scott Norton defeats Eddie Guerrero (2:26),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #138,Indianapolis,Indiana,USA,"Indianapolis,Indiana,USA",39.768403,-86.158068
5/4/98,"Hammer, Saturn",Hammer defeats Saturn (4:16),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #138,Indianapolis,Indiana,USA,"Indianapolis,Indiana,USA",39.768403,-86.158068
5/4/98,"The Public Enemy, Johnny Grunge, Rocco Rock, Hugh Morrus, Jimmy Hart, The Barbarian","The Public Enemy (Johnny Grunge & Rocco Rock) defeat Hugh Morrus, Jimmy Hart & The Barbarian (2:56)",Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #138,Indianapolis,Indiana,USA,"Indianapolis,Indiana,USA",39.768403,-86.158068
5/4/98,Chris Jericho,Chris Jericho (c) defeats ???,Champion In Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #138,Indianapolis,Indiana,USA,"Indianapolis,Indiana,USA",39.768403,-86.158068
5/4/98,"Fit Finlay, Booker T",Fit Finlay defeats Booker T (c) (3:57) - TITLE CHANGE !!!,Champion In Match,Title Change,World Championship Wrestling,WCW Monday NITRO #138,Indianapolis,Indiana,USA,"Indianapolis,Indiana,USA",39.768403,-86.158068
4/27/98,"Chris Benoit, Disco Inferno",Chris Benoit defeats Disco Inferno (5:30),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #137 - Tag 2,Norfolk,Virginia,USA,"Norfolk,Virginia,USA",36.850769,-76.285873
4/27/98,"Juventud Guerrera, Kidman",Juventud Guerrera defeats Kidman (3:54),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #137 - Tag 2,Norfolk,Virginia,USA,"Norfolk,Virginia,USA",36.850769,-76.285873
4/27/98,"Lex Luger, Sting, The Giant, Brian Adams, Konnan, Scott Steiner","Lex Luger, Sting & The Giant defeat Brian Adams, Konnan & Scott Steiner by Count Out (6:35)",Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #137 - Tag 2,Norfolk,Virginia,USA,"Norfolk,Virginia,USA",36.850769,-76.285873
4/27/98,"Saturn, Marty Jannetty",Saturn defeats Marty Jannetty (2:15),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #137 - Tag 2,Norfolk,Virginia,USA,"Norfolk,Virginia,USA",36.850769,-76.285873
4/27/98,"Goldberg, Scott Norton",Goldberg (c) defeats Scott Norton (2:47),Champion In Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #137 - Tag 1,Norfolk,Virginia,USA,"Norfolk,Virginia,USA",36.850769,-76.285873
4/27/98,"Chris Jericho, Chavo Guerrero Jr.",Chris Jericho (c) defeats Chavo Guerrero Jr. (1:52),Champion In Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #137 - Tag 1,Norfolk,Virginia,USA,"Norfolk,Virginia,USA",36.850769,-76.285873
4/27/98,"Hugh Morrus, The Barbarian, The Public Enemy, Johnny Grunge, Rocco Rock",Hugh Morrus & The Barbarian defeat The Public Enemy (Johnny Grunge & Rocco Rock) (4:42),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #137 - Tag 2,Norfolk,Virginia,USA,"Norfolk,Virginia,USA",36.850769,-76.285873
4/27/98,"Goldberg, Jerry Flynn",Goldberg (c) defeats Jerry Flynn (0:47),Champion In Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #137 - Tag 2,Norfolk,Virginia,USA,"Norfolk,Virginia,USA",36.850769,-76.285873
4/27/98,"Chris Jericho, Psychosis",Chris Jericho (c) defeats Psychosis (5:09),Champion In Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #137 - Tag 2,Norfolk,Virginia,USA,"Norfolk,Virginia,USA",36.850769,-76.285873
4/27/98,"Booker T, Eddie Guerrero",Booker T (c) defeats Eddie Guerrero (4:30),Champion In Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #137 - Tag 2,Norfolk,Virginia,USA,"Norfolk,Virginia,USA",36.850769,-76.285873
4/20/98,"Buff Bagwell, Scott Steiner, The Public Enemy, Johnny Grunge, Rocco Rock",Buff Bagwell & Scott Steiner defeat The Public Enemy (Johnny Grunge & Rocco Rock) (7:10),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #136,Colorado Springs,Colorado,USA,"Colorado Springs,Colorado,USA",38.833882,-104.821363
4/20/98,"Chris Benoit, Curt Hennig",Chris Benoit defeats Curt Hennig by DQ (2:34),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #136,Colorado Springs,Colorado,USA,"Colorado Springs,Colorado,USA",38.833882,-104.821363
4/20/98,"Konnan, Chris Adams",Konnan defeats Chris Adams (3:36),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #136,Colorado Springs,Colorado,USA,"Colorado Springs,Colorado,USA",38.833882,-104.821363
4/20/98,"La Parka, Ultimo Dragon",La Parka defeats Ultimo Dragon (4:52),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #136,Colorado Springs,Colorado,USA,"Colorado Springs,Colorado,USA",38.833882,-104.821363
4/20/98,"Lex Luger, Brian Adams",Lex Luger defeats Brian Adams (4:58),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #136,Colorado Springs,Colorado,USA,"Colorado Springs,Colorado,USA",38.833882,-104.821363
4/20/98,"Hammer, Saturn",Hammer vs. Saturn - Double Count Out (4:07),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #136,Colorado Springs,Colorado,USA,"Colorado Springs,Colorado,USA",38.833882,-104.821363
4/20/98,"The Barbarian, Wayne Bloom",The Barbarian defeats Wayne Bloom,Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #136,Colorado Springs,Colorado,USA,"Colorado Springs,Colorado,USA",38.833882,-104.821363
4/20/98,"Goldberg, Raven",Goldberg defeats Raven (c) (4:57) - TITLE CHANGE !!!,Champion In Match,Title Change,World Championship Wrestling,WCW Monday NITRO #136,Colorado Springs,Colorado,USA,"Colorado Springs,Colorado,USA",38.833882,-104.821363
4/20/98,"Chris Jericho, Juventud Guerrera",Chris Jericho (c) defeats Juventud Guerrera (3:42),Champion In Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #136,Colorado Springs,Colorado,USA,"Colorado Springs,Colorado,USA",38.833882,-104.821363
4/20/98,"Hollywood Hogan, Randy Savage",Hollywood Hogan defeats Randy Savage (c) (15:36) - TITLE CHANGE !!!,Champion In Match,Title Change,World Championship Wrestling,WCW Monday NITRO #136,Colorado Springs,Colorado,USA,"Colorado Springs,Colorado,USA",38.833882,-104.821363
4/20/98,"Booker T, Psychosis",Booker T (c) defeats Psychosis (7:52),Champion In Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #136,Colorado Springs,Colorado,USA,"Colorado Springs,Colorado,USA",38.833882,-104.821363
4/13/98,"Chris Benoit, Glacier",Chris Benoit defeats Glacier (4:21),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #135,Minneapolis,Minnesota,USA,"Minneapolis,Minnesota,USA",44.977753,-93.265011
4/13/98,"Curt Hennig, Yuji Nagata",Curt Hennig defeats Yuji Nagata (2:53),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #135,Minneapolis,Minnesota,USA,"Minneapolis,Minnesota,USA",44.977753,-93.265011
4/13/98,"Goldberg, Rocco Rock",Goldberg defeats Rocco Rock (2:39),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #135,Minneapolis,Minnesota,USA,"Minneapolis,Minnesota,USA",44.977753,-93.265011
4/13/98,"Johnny Grunge, Chavo Guerrero Jr.",Johnny Grunge defeats Chavo Guerrero Jr. (2:33),Regular Match,No Title Change,World Championship Wrestling,WCW Monday NITRO #135,Minneapolis,Minnesota,USA,"Minneapolis,Minnesota,USA",44.977753,-93.265011
